上車站牌名稱,下車站牌名稱,票證數,上序,下序,現行_公里,鏡像_公里
海岸東海十五街口,海岸南海十一街口,1,12,17,3.95,2.7
吉安分局,北回歸線,1,10,80,60.56,67.96
水璉一街,三仙台遊憩區,1,33,118,81.45,78.39
磯崎海水浴場,白守蓮,1,42,117,70.16,63.45
北石梯坪,靜浦,1,69,79,5.31,7.1
千禧山莊,南樟原,1,82,85,1.45,1.21
海岸東海十五街口,水璉,1,12,34,19.22,23.52
港口,樟原,1,72,86,9.7,7.15
海岸南海一街口,大港口,1,13,74,52.24,63.39
和南寺,永福,1,26,99,71.48,71.8
中正國小,深橋,1,8,56,40.63,46.67
寧埔社區,白守蓮,1,107,117,6.76,9.71
千禧山莊,八仙洞,1,82,87,5.46,2.26
長光,界橋,1,94,110,20.63,12.8
北立德,獅子山,1,61,73,9.79,15.41
海岸南海四街口,海岸南海八街口,1,15,16,0.18,0.82
石梯坪遊憩區,城子埔,1,68,93,23.14,18.71
月洞,三富橋,1,71,81,6.76,5.14
明禮國小,七七高地,1,4,20,16.74,9.46
中福站,寧埔社區,1,7,107,98.33,91.76
恩主公廟,三仙台遊憩區,1,57,118,62.9,56.15
海岸南海四街口,三富橋,1,15,81,55.4,66.81
鹽寮,北石梯坪,1,27,69,39.32,46.95
千禧山莊,北真柄,1,82,91,11.1,5.78
中正國小,宜灣,1,8,111,101.48,95.13
大石鼻山步道,新社梯田,1,43,47,1.51,2.54
高山,大港口,1,45,74,24.52,26.28
月洞,長濱分駐所,1,71,96,27.08,19.08
長濱分駐所,小港,1,96,115,18.2,15.28
中正國小,獅子山,1,8,73,59.14,64.92
中華路,城子埔,1,5,93,82.89,80.64
蕃薯寮休息區,豐濱,1,36,60,15.91,20.89
花蓮文創園區(中正),北樟原,1,6,84,69.05,70.97
千禧山莊,大峯村,1,82,83,0.35,0.34
帝君廟,高山,1,2,45,41.89,41.88
帝君廟,立德,1,2,62,57.83,53.09
奚卜蘭遊客中心,城子埔,1,76,93,19.37,12.89
花蓮文創園區(中正),永福,1,6,99,91.63,85.92
三間屋,城子埔,1,89,93,5.8,4.64
中華紙漿廠(海岸路),白守蓮,1,18,117,91.98,95.92
帝君廟,帝君廟,1,2,2,0,0
樟原,三仙台遊憩區,1,86,118,36.37,31.43
牛山,石門休憩區,1,35,64,26.61,25.82
中福站,磯崎道班房,1,7,41,34.14,37.21
牛寮坑,高山,1,40,47,3.25,6.9
豐濱監工站,三仙台遊憩區,1,59,118,60.27,55.06
海岸南海四街口,北回歸線,1,15,80,54.83,66.12
大峯村,樟原,1,83,86,1.89,1.67
明禮國小,長濱鄉衛生所,1,4,102,95.26,88.98
中華路,城山,1,5,104,97.6,89.88
豐濱監工站,月洞,1,59,71,14.01,16.19
大石鼻山步道,北東興,1,43,52,4.51,6.61
海岸東海十五街口,三仙台遊憩區,1,12,118,98.2,101.72
海岸東海十五街口,海岸東海十五街口,1,12,12,0,0
海岸南海十一街口,磯崎道班房,1,17,41,22.97,32.69
花蓮文創園區(中正),石梯灣,1,6,66,57.47,56.29
石門休憩區,北回歸線,1,64,80,10.31,17.56
中華路,石門休憩區,1,5,64,57.01,52.39
長濱鄉公所,玉水橋,1,97,114,16.55,13.61
吉安分局,大峯村,1,10,83,62.36,69.28
海洋公園,大石鼻山步道,1,23,43,18.42,27.74
三富橋,南永福,1,81,100,25.88,17.31
北回歸線,北烏石鼻,1,80,108,33.46,23.37
鹽寮,高山,1,27,47,17.99,26.44
中福站,中正國小,1,7,8,0.95,0.43
中華紙漿廠(海岸路),芭崎,1,18,37,17.46,23.6
吉安分局,三間,1,10,95,76.65,81.38
新社,大港口,1,48,74,22.93,23.27
新社梯田,大港口,1,47,74,23.52,24.84
石梯坪遊憩區,北烏石鼻,1,68,108,41.04,31.38
吉安分局,中華紙漿廠(海岸路),1,10,18,8.33,4.39
吉安分局,百齡,1,10,53,35.72,44.43
南福德,水璉,1,25,34,7.62,12.11
海岸南海四街口,膽墁,1,15,115,93.91,96.04
竹湖國小,竹湖國小,1,107,107,0,0
樟原,田組,1,91,104,17.74,13.16
海岸東海十五街口,靜埔B,1,12,82,59.58,68.28
石門休憩區,成功,1,68,126,51.7,54.83
北真柄,田組,1,96,104,9.39,5.3
仁里橋,市民廣場,1,9,3,7.64,2.82
靜埔B,長光,1,82,99,23.67,15.47
北石梯坪,三間屋,1,69,89,16.65,13.76
北樟原,三仙台遊憩區,1,84,118,37.52,32.91
豐濱,長濱鄉衛生所,1,64,102,37.98,35.88
海岸東海十五街口,北立德,1,12,61,43.09,48.12
明禮國小,寧埔社區,1,4,113,105.86,98.11
千禧山莊,竹湖,1,82,102,26.23,17.32
大港口,大峯村,1,78,88,11.3,5.58
橄樹腳,牛寮坑,1,30,38,9.06,12.24
石門休憩區,北石梯坪,1,64,69,3.43,9.86
城子埔,重安,1,93,112,22.34,15.93
北回歸線,膽墁,1,80,109,35.35,24.03
海岸南海一街口,石梯漁港,1,13,67,48.58,57.63
南埔加油站,玉水橋,1,11,114,97.66,96.37
大石鼻山步道,百齡,1,43,50,3.1,5.91
石梯坪遊憩區,長濱,1,72,100,32.45,22.14
長濱分駐所,北美山,1,101,122,14.61,20.96
北真柄,長光,1,91,94,3.21,6.4
竹湖,北美山,1,102,116,11.77,12.59
海岸東海十五街口,中華紙漿廠(海岸路),1,12,18,5.89,3.73
石梯灣,三仙台遊憩區,1,70,125,49.82,48.26
市民廣場,水璉分隊,1,3,32,28.64,26.79
中華紙漿廠(海岸路),花蓮大橋,1,18,19,0.66,1.89
花蓮大橋,南樟原,1,19,90,63.33,68.24
中正國小,奇卡旦,1,8,57,41.56,46.97
北石梯坪,長虹橋,1,73,79,3.68,3.17
長虹橋,重安,1,79,118,41.64,35.03
長虹橋,三間屋,1,79,94,17.33,13.77
海岸南海四街口,砂脈橋,1,15,41,23.62,34.22
明禮國小,界橋,1,4,116,107.03,101.57
大石鼻山步道,大灣,1,45,67,20.85,20.52
竹湖,北烏石鼻,1,108,114,5.09,5.35
豐濱監工站,北樟原,1,63,89,20.41,23.96
石雨傘,白守蓮,1,119,124,2.4,5.89
海岸南海二街口,葛瑪蘭民宿,1,14,46,26.76,37.7
市民廣場,長濱鄉公所,1,3,103,99.04,89.58
海岸東海十五街口,南石梯坪,1,12,74,53.44,63.92
橄樹腳教會,小港,1,29,62,30.83,32.36
靜浦國小,重安,1,81,118,39.5,33.74
大俱來,成功,1,93,126,28.56,36.12
豐濱,和南寺,1,64,26,36.05,37.78
大港口,三富橋,1,78,86,6.12,4.16
長濱分駐所,長濱,1,101,100,0.68,0.16
月洞,三仙台遊憩區,1,75,125,47.39,45.87
南埔加油站,膽墁,1,11,115,98.2,97.57
仁里橋,重安,1,9,118,102.7,102.7
仁里橋,北美山,1,9,122,104.37,107.39
宜灣,白守蓮,1,117,124,3.14,9.72
海岸南海十一街口,水璉分隊,1,17,32,12.54,20.29
竹湖,寧埔社區,1,108,113,4.81,4.08
樟原,長濱鄉衛生所,1,91,102,15.13,11.54
海岸南海二街口,蜈蚣坑,1,14,37,20.88,26.51
海岸南海八街口,石梯漁港,1,16,71,48.46,60.85
靜埔B,長濱分駐所,1,82,101,25.68,17.16
中福站,中福站,1,7,7,0,0
長濱分駐所,長濱鄉衛生所,1,101,102,0.55,0.17
中正國小,仁里橋,1,8,9,1.76,0.41
三仙台遊憩區,三仙台遊憩區,1,125,125,0,0
靜浦,田組,1,84,104,27.74,18.42
樟原,長濱鄉公所,1,91,103,16.22,11.71
田組,北烏石鼻,1,104,114,8.27,8.78
明禮國小,鹽寮,1,4,27,21.39,16
明禮國小,石梯漁港,1,4,71,61.4,66.21
恩主公廟,小港,1,61,62,1.78,0.72
中華紙漿廠(海岸路),七七高地,1,18,20,1.38,2.37
港口,靜埔B,1,76,82,5.25,3.19
中正國小,石梯灣,1,8,70,57.9,63.31
南埔加油站,美山,1,11,123,101.57,107.03
長濱鄉公所,宜灣,1,103,117,10.98,13.86
靜浦國小,長濱分駐所,1,81,101,26.55,17.46
港口,港口,1,76,76,0,0
花蓮大橋,水璉分隊,1,19,32,9.94,17.37
靜埔B,南樟原,1,82,90,10.31,5.57
南埔加油站,南東興,1,11,56,35.35,45.64
明禮國小,石梯灣,1,4,70,61.1,65.28
明禮國小,靜浦國小,1,4,81,68.16,71.35
北東興,北東興,1,55,55,0,0
海岸南海四街口,南樟原,1,15,90,66.59,72.68
明禮國小,南坑,1,4,35,30.67,27.29
中正國小,靜浦教會,1,8,83,66.19,70.02
海岸南海八街口,水璉一街,1,16,33,13.27,21.33
仁里橋,靜埔B,1,9,82,64.08,69.27
美山,成功,1,123,126,1.67,7.44
膽墁,膽墁,1,115,115,0,0
奚卜蘭遊客中心,田組,1,80,104,30.28,19.93
長濱鄉衛生所,竹湖國小,1,102,107,5.31,4.33
新莊,靜浦,1,54,84,26.99,24.47
明禮國小,奚卜蘭遊客中心,1,4,80,67.59,70.66
奇卡旦,靜浦,1,57,84,25.38,23.23
高山,真柄,1,47,97,50.21,43.32
水璉,深橋,1,34,60,19.83,23.91
石門休憩區,石梯灣,1,68,70,1.08,2.63
南石梯坪,宜灣,1,74,117,44.43,35.72
海岸東海十五街口,豐濱監工站,1,12,63,47.48,49.39
海岸南海八街口,北美山,1,16,122,96.39,104.4
南福德,12號橋,1,25,31,3.68,6.79
新社,寧埔社區,1,51,113,64.29,51.85
石門,樟原,1,69,91,19.43,14.48
花蓮文創園區(中正),海岸東海十五街口,1,6,12,8.38,2.17
石門休憩區,靜浦教會,1,68,83,9.37,9.34
帝君廟,奚卜蘭遊客中心,1,2,80,71.09,71.54
大灣,靜浦國小,1,67,81,8.92,9.82
大石鼻山步道,靜浦國小,1,45,81,29.77,30.34
長濱,美山,1,100,123,16,21.39
嶺頂,石梯坪遊憩區,1,21,72,44.27,56.1
海岸南海四街口,蜈蚣坑,1,15,37,20.06,26.15
仁里橋,寧埔社區,1,9,113,100.91,95.73
長濱分駐所,宜灣,1,101,117,12.62,14.2
海岸東海十五街口,石梯灣,1,12,70,51.64,61.91
海岸南海一街口,成功,1,13,126,101.05,113.58
八桑安,寧埔社區,1,112,113,0.36,0.83
三富橋,靜浦,1,86,84,1.15,1.49
親不知子海上古道,親不知子海上古道,1,48,48,0,0
牛山,磯崎海水浴場,1,36,44,5.45,10.75
親不知子海上古道,長濱,1,48,100,54.06,44.63
花蓮文創園區(中正),三間,1,6,95,82.6,82.89
中正國小,中華紙漿廠(海岸路),1,8,18,12.16,5.12
海岸南海十一街口,城子埔,1,17,98,76.78,80.47
海岸南海四街口,花蓮大橋,1,15,19,3.25,4.44
砂脈橋,高山,1,41,47,3,3.69
靜浦教會,靜浦教會,1,83,83,0,0
新社,北美山,1,51,122,67.75,63.51
南坑,牛寮坑,1,35,40,5.46,8.26
千禧山莊,長濱分駐所,1,87,101,20.22,14.9
豐濱,永福,1,64,105,41.32,38.83
港口,大峯村,1,76,88,12.68,6.61
吉安分局,深橋,1,10,60,41.48,48.09
牛山,高山,1,36,47,6.78,12.54
長濱分駐所,八桑安,1,101,112,10.78,8.47
豐濱監工站,靜埔B,1,63,82,12.1,18.9
小港,靜浦,1,62,84,15.8,19.96
海岸南海四街口,長濱分駐所,1,15,101,81.96,84.27
長濱分駐所,北八桑安,1,101,111,9.96,8.29
吉安分局,海岸東海十五街口,1,10,12,2.43,0.66
吉安分局,北烏石鼻,1,10,114,99.11,96.67
水璉一街,磯崎道班房,1,33,43,11.66,13.21
立德,石梯漁港,1,66,71,2.85,8.72
牛寮坑,新社梯田,1,40,50,4.84,10.27
水璉一街,豐濱監工站,1,33,63,30.73,26.07
海岸南海一街口,新社梯田,1,13,50,30.31,41.92
仁里橋,南福德,1,9,25,16.11,12.39
海岸東海十五街口,南坑,1,12,35,21.21,23.92
水璉,長濱,1,34,100,65.35,61.77
市民廣場,石梯坪遊憩區,1,3,72,64.27,66.94
北東興,石梯漁港,1,55,71,17.87,17.76
海岸南海八街口,八仙洞,1,16,92,69.81,74.01
海岸南海十一街口,宜灣,1,17,117,93.93,96.94
大石鼻山步道,新社,1,45,51,3.19,5.25
花蓮文創園區(中正),南竹湖,1,6,109,101.87,93.48
海岸南海八街口,長濱,1,16,100,81.1,83.29
長濱鄉公所,界橋,1,103,116,10.68,12.42
長虹橋,成功,1,79,126,45.69,47.42
立德,長濱,1,66,100,35.48,31.16
水璉,靜浦國小,1,34,81,39.48,44.46
花蓮文創園區(中正),花蓮轉運站,1,6,1,8.52,2.88
北石梯坪,北石梯坪,1,73,73,0,0
大石鼻山步道,真柄,1,45,97,51.2,44.77
海岸南海一街口,蕃薯寮休息區,1,13,38,22.66,28.79
北東興,成功,1,55,126,68.18,69.02
海岸東海十五街口,海岸南海八街口,1,12,16,3.48,2
南石梯坪,成功,1,74,126,48.81,50.19
海岸南海二街口,水璉,1,14,34,16.75,22.7
長虹橋,長濱,1,79,100,28.02,18.59
帝君廟,磯崎道班房,1,2,43,41.37,40.78
水璉一街,花蓮轉運站,1,33,1,33.65,28.37
新社梯田,成功,1,50,126,70.75,71.66
海岸南海一街口,磯崎海水浴場,1,13,44,27.39,36.75
鹽寮,三間,1,27,95,62.3,68.09
市民廣場,成功,1,3,126,114.4,117.91
明禮國小,南東興,1,4,56,43.83,48.64
月洞,長濱鄉公所,1,75,103,32.83,21.48
12號橋,水璉,1,31,34,3.94,5.32
花蓮大橋,海洋公園,1,19,23,3.43,3.18
長濱分駐所,南永福,1,101,106,4.91,3.91
石梯漁港,小港,1,71,121,47.44,42.75
鹽寮,水璉,1,27,34,7.3,10.88
石門休憩區,石梯漁港,1,68,71,1.38,3.56
仁里橋,南埔加油站,1,9,11,3.52,0.62
南坑,豐濱監工站,1,35,63,26.27,25.47
豐濱監工站,豐濱監工站,1,63,63,0,0
花蓮文創園區(中正),三間屋,1,6,94,82.27,82.63
大石鼻山步道,南樟原,1,45,90,40.96,36.22
奚卜蘭遊客中心,樟原,1,80,91,12.54,6.78
海岸東海十五街口,竹湖國小,1,12,107,91.12,89.93
海岸南海八街口,南石梯坪,1,16,74,49.96,61.92
豐濱,竹湖,1,64,108,43.77,40.93
豐濱,竹湖國小,1,64,107,43.3,40.2
新社國小,獅子山,1,52,77,21.85,22.56
海洋公園,恩主公廟,1,23,61,33.11,39.32
石梯漁港,石梯坪遊憩區,1,71,72,0.19,0.3
海岸南海八街口,豐濱,1,16,64,44.34,47.73
北東興,南石梯坪,1,55,74,19.37,18.83
石梯坪遊憩區,明禮國小,1,72,4,61.58,66.51
北石梯坪,成功,1,73,126,49.37,50.58
長濱鄉衛生所,寧埔社區,1,102,113,10.6,9.14
八仙洞,長濱鄉公所,1,92,103,13.6,9.78
靜浦國小,靜埔B,1,81,82,0.87,0.31
港口,寧埔社區,1,76,113,42.08,29.65
仁里橋,石梯漁港,1,9,71,56.44,63.83
水璉一街,蕃薯寮休息區,1,33,38,7.12,5.99
月洞,港口,1,75,76,0.26,0.8
獅子山,大峯村,1,77,88,12.24,6
仁里橋,永福,1,9,105,93.65,89.55
花蓮大橋,豐濱,1,19,64,41.27,44.11
中華紙漿廠(海岸路),葛瑪蘭民宿,1,18,46,23.34,34.79
海岸南海二街口,靜浦,1,14,84,58.21,67.99
中華紙漿廠(海岸路),膽墁,1,18,115,91.32,93.49
帝君廟,中華紙漿廠(海岸路),1,2,18,18.86,7.97
奚卜蘭遊客中心,南永福,1,80,106,32.04,22.06
北八桑安,成功,1,111,126,7.04,20.38
海岸南海四街口,磯崎道班房,1,15,43,25.11,35.36
花蓮文創園區(中正),百齡,1,6,53,41.67,45.93
南埔加油站,牛山,1,11,36,24.13,26.9
大港口,寧埔社區,1,78,113,40.7,28.62
南埔加油站,石梯灣,1,11,70,52.63,62.28
長光,北八桑安,1,99,111,11.96,9.98
吉安分局,永豐橋,1,10,58,40.05,46.63
吉安分局,小港,1,10,121,101.81,106.26
千禧山莊,竹湖國小,1,87,107,26.09,19.39
海岸南海二街口,南東興,1,14,56,31.9,44.46
海岸南海四街口,芭崎,1,15,39,22.21,29.03
花蓮文創園區(中正),南坑,1,6,35,29.59,26.08
海岸東海十五街口,和南寺,1,12,26,11.77,11.96
和南寺,和南寺,1,26,26,0,0
大港口,樟原,1,78,91,14.97,7.94
中正國小,北東興,1,8,55,40.34,46.49
吉安分局,永福,1,10,105,91.57,89.23
三間屋,長濱分駐所,1,94,101,11.37,4.98
長光,膽墁,1,99,115,13.96,13.46
長濱分駐所,白守蓮,1,101,124,15.76,23.92
明禮國小,三富橋,1,4,86,71.28,73.66
海岸南海十一街口,竹湖國小,1,17,107,87.17,87.23
北真柄,北真柄,1,96,96,0,0
砂脈橋,新社國小,1,41,52,5.99,7.75
花蓮文創園區(中正),靜埔B,1,6,82,67.96,70.45
仁里橋,大港口,1,9,78,60.21,67.11
仁里橋,南坑,1,9,35,25.71,24.9
南石梯坪,靜浦國小,1,74,81,5.26,4.06
北回歸線,大俱來,1,85,93,12.67,8.49
大坑,牛山,1,22,36,14.5,18.47
帝君廟,親不知子海上古道,1,2,48,43.48,44.9
中正國小,長光,1,8,99,89.51,85.15
中華路,永福,1,5,105,98.33,91.22
長濱鄉衛生所,石雨傘,1,102,119,12.81,17.87
水璉一街,北烏石鼻,1,33,114,79.93,72.68
海洋公園,北東興,1,23,55,24.09,36.28
南竹湖,白守蓮,1,109,124,7.53,18.04
鹽寮,橄樹腳,1,27,30,2.88,4.45
海岸南海八街口,橄樹腳,1,16,30,11.33,15.08
橄樹腳,寧埔社區,1,30,113,81.59,77.66
月洞,八仙洞,1,75,92,19.23,11.71
南坑,成功,1,35,126,81.05,90.19
南埔加油站,葛瑪蘭民宿,1,11,46,30.22,38.87
海岸南海十一街口,南竹湖,1,17,109,89.54,88.62
仁里橋,真柄,1,9,97,84.64,83.39
大港口,大俱來,1,78,93,17.99,11.86
北回歸線,美山,1,85,123,39.56,37.17
橄樹腳教會,水璉一街,1,29,33,2.71,6.84
三間屋,長濱,1,94,100,10.69,4.82
海岸南海十一街口,玉水橋,1,17,120,95.09,101.73
中華紙漿廠(海岸路),石梯漁港,1,18,71,46.04,59.12
中正國小,寧埔社區,1,8,113,102.66,96.14
長光,南竹湖,1,99,109,10.24,7.56
北立德,北回歸線,1,65,85,12.65,17.16
海岸南海四街口,寧埔社區,1,15,113,93.1,93.57
寧埔社區,北烏石鼻,1,113,114,0.28,1.26
中華路,八桑安,1,5,112,105.23,96.57
三間屋,成功,1,94,126,28.37,33.65
中華紙漿廠(海岸路),長濱,1,18,100,78.68,81.56
吉安分局,海岸南海一街口,1,10,13,3.63,1.2
千禧山莊,成功,1,87,126,37.22,43.57
真柄,膽墁,1,97,115,17.08,14.81
仁里橋,田組,1,9,104,92.92,88.21
磯崎道班房,成功,1,43,126,73.85,77.57
八仙洞,長濱鄉衛生所,1,92,102,12.51,9.6
吉安分局,南樟原,1,10,90,72.32,74.52
南埔加油站,長濱分駐所,1,11,101,86.24,85.8
仁里橋,新莊,1,9,54,38.19,45.32
吉安分局,高山,1,10,47,32.35,39.74
中華路,磯崎道班房,1,5,43,37.6,39.19
三富橋,大俱來,1,86,93,11.87,7.7
大石鼻山步道,港口,1,45,76,25.4,27.46
新莊,獅子山,1,54,77,21.08,21.37
吉安分局,石雨傘,1,10,119,101.04,104.14
吉安分局,海巡防,1,10,28,15.89,14.63
海岸南海十一街口,花蓮大橋,1,17,19,2.6,2.92
海洋公園,牛山,1,23,36,13.16,17.74
南樟原,八桑安,1,90,112,26.15,20.06
海岸南海八街口,海岸南海十一街口,1,16,17,0.47,0.7
中福站,石門休憩區,1,7,68,57.77,61.11
北東興,靜浦教會,1,55,83,25.86,23.53
豐濱,膽墁,1,64,115,49.39,47.48
石梯漁港,靜埔B,1,71,82,7.64,5.44
北東興,靜浦國小,1,55,81,24.63,22.89
中華路,竹湖,1,5,108,100.78,93.31
中正國小,靜埔B,1,8,82,65.84,69.68
石梯灣,竹湖,1,70,108,39.95,28.75
新社梯田,長濱分駐所,1,50,101,53.75,42.99
中華路,大?村,1,5,88,76.19,74.36
重安,重安,1,118,118,0,0
海洋公園,南坑,1,23,35,11.22,15.11
七七高地,南坑,1,20,35,13.93,17.82
北樟原,八桑安,1,89,112,28.14,20.57
海岸南海一街口,美山,1,13,123,99.38,106.14
海岸南海十一街口,中華紙漿廠(海岸路),1,17,18,1.95,1.03
海岸南海二街口,海岸南海十一街口,1,14,17,1.48,1.89
石雨傘,三仙台遊憩區,1,119,125,2.85,6.7
海岸南海十一街口,磯崎,1,17,42,23.77,33.49
千禧山莊,重安,1,87,118,33.16,31.17
豐濱監工站,立德,1,63,66,1.61,4.73
市民廣場,牛寮坑,1,3,40,38.82,35.98
中福站,三間,1,7,95,81.44,82.54
中福站,長濱鄉公所,1,7,103,94.11,87.6
海岸南海四街口,南坑,1,15,35,17.91,22.74
吉安分局,吉安分局,1,10,10,0,0
大港口,北真柄,1,78,96,23.31,15.8
海岸東海十五街口,海岸南海四街口,1,12,15,3.3,1.17
八桑安,成功,1,112,126,6.22,20.2
海洋公園,橄樹腳教會,1,23,29,4.06,7.68
市民廣場,北福德,1,3,24,23.58,14.12
吉安分局,田組,1,10,104,90.84,87.89
鹽寮,北真柄,1,27,96,67.09,69.29
市民廣場,水璉,1,3,34,31.37,27.32
海岸東海十五街口,南福德,1,12,25,11.6,11.41
大坑,長濱,1,22,100,75.93,77.21
獅子山,南樟原,1,77,90,15.12,8.16
靜浦,長濱鄉衛生所,1,84,102,25.13,16.8
大石鼻山步道,白守蓮,1,45,124,72.09,71.72
吉安分局,樟原,1,10,91,73.1,74.73
牛寮坑,石梯坪遊憩區,1,40,72,25.46,30.96
花蓮文創園區(中正),明禮國小,1,6,4,1.08,1.2
豐濱監工站,樟原,1,63,91,23.19,24.68
中福站,獅子山,1,7,77,61.98,67.53
市民廣場,市民廣場,1,3,3,0,0
仁里橋,白守蓮,1,9,124,105.52,110.35
豐濱,三間,1,64,95,26.4,30.99
南埔加油站,恩主公廟,1,11,61,44.08,48.48
石梯坪遊憩區,奚卜蘭遊客中心,1,72,80,6.01,4.15
南埔加油站,橄樹腳,1,11,30,15.79,17.44
豐濱,小港,1,64,62,2.95,0.89
蕃薯寮休息區,成功,1,38,126,78.39,84.79
南竹湖,寧埔社區,1,109,113,2.91,3.43
花蓮大橋,長濱,1,19,100,78.02,79.67
海岸南海四街口,北福德,1,15,24,8.13,9.14
海岸南海四街口,海岸南海十一街口,1,15,17,0.65,1.52
海岸南海一街口,大石鼻山步道,1,13,45,27.72,37.1
水璉一街,大灣,1,33,67,33.03,34.83
蕃薯寮休息區,大港口,1,38,78,31.84,36.81
恩主公廟,成功,1,61,126,59.16,65.99
海岸東海十五街口,深橋,1,12,60,39.05,47.43
石梯灣,南樟原,1,70,90,18.24,11.95
三富橋,長濱鄉衛生所,1,86,102,23.98,15.32
北真柄,長濱鄉公所,1,96,103,7.88,3.85
海岸南海一街口,水璉一街,1,13,33,15.55,22.79
蕃薯寮休息區,新社,1,38,51,8.25,13.57
竹湖國小,成功,1,107,126,11.14,24.18
海岸南海二街口,鹽寮,1,14,27,9.46,11.82
港口,田組,1,76,104,34.09,22.13
長光,田組,1,99,104,5.16,3.47
磯崎海水浴場,石梯坪遊憩區,1,44,72,23.53,25.86
奚卜蘭遊客中心,八仙洞,1,80,92,15.16,8.71
吉安分局,三富橋,1,10,86,64.25,70.95
靜埔B,靜埔B,1,82,82,0,0
大坑,北立德,1,22,65,39.72,44.27
月洞,成功,1,75,126,48.19,49.81
南石梯坪,三仙台遊憩區,1,74,125,48.01,46.25
石梯灣,石梯漁港,1,70,71,0.3,0.93
市民廣場,鹽寮,1,3,27,24.08,16.44
南樟原,北八桑安,1,90,111,25.33,19.87
海岸東海十五街口,長濱鄉公所,1,12,103,86.89,85.78
長濱,石雨傘,1,100,119,14.03,18.19
仁里橋,南竹湖,1,9,109,97.99,92.3
親不知子海上古道,成功,1,48,126,71.73,73.46
新莊,石梯坪遊憩區,1,54,72,18.44,18.81
南永福,成功,1,106,126,12.09,24.76
大石鼻山步道,獅子山,1,45,77,25.84,28.07
吉安分局,石梯坪遊憩區,1,10,72,54.56,63.8
獅子山,長濱鄉公所,1,77,103,32.13,20.08
長濱鄉衛生所,北八桑安,1,102,111,9.41,8.12
南石梯坪,長光,1,74,99,29.8,19.84
帝君廟,樟原,1,2,91,83.63,78.31
葛瑪蘭民宿,親不知子海上古道,1,46,48,1.29,2.14
大港口,長濱鄉公所,1,78,103,31.19,19.65
奚卜蘭遊客中心,北真柄,1,80,96,20.88,14.64
奚卜蘭遊客中心,長濱鄉衛生所,1,80,102,27.67,18.32
奚卜蘭遊客中心,靜浦國小,1,80,81,0.57,0.69
吉安分局,水璉分隊,1,10,32,18.92,23.65
吉安分局,長濱鄉衛生所,1,10,102,88.24,86.27
恩主公廟,竹湖,1,61,108,48.5,42.54
中正國小,七七高地,1,8,20,13.54,7.49
南埔加油站,七七高地,1,11,20,8.26,6.46
長濱,北美山,1,100,122,15.29,21.12
恩主公廟,石門,1,61,69,8.15,11.47
北真柄,長濱,1,96,100,5.56,3.36
南福德,成功,1,25,126,90.65,102.7
新社梯田,港口,1,50,76,22.81,22.65
城山,城山,1,110,110,0,0
中正國小,花蓮大橋,1,8,19,12.82,7.02
中正國小,橄樹腳,1,8,30,21.07,18.48
豐濱監工站,豐濱,1,63,64,0.34,0.34
